Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
53.66%;5.10%;14.42%;1.19%;1.36%;0.67%;0.29%;0.15%;0.14%;23.00%;213.7050067;71.28023469;13.65193503;789.8400392;103.28%;638.0856755;310.4030893;-9.169486205;20.17846587;0.020178466;5.024438;19.07393858;9.422110909;371.0864839;363.8337968;410.518465;276.4591065;;50.70288086;1.2;80.00%;99.19%;0.05;144.229599;3;143.0339203;0.03;0.02;58.26359558;0.7668066;98.00%;2.723149538;0.1;0.1;2.5;80.00%;0.9;0.85;4584.743103;1430.545394;6015.288496;10.52760111;1000;0.2;800
51.76%;4.75%;19.89%;2.13%;1.44%;0.66%;0.14%;0.55%;0.04%;18.65%;227.201592;53.37624402;31.04974851;806.1408252;84.50%;555.0552969;319.1127562;49.74721913;48.27553238;0.048275532;12.02060756;45.63303007;30.94911206;439.0646761;521.2975404;505.181132;394.2216578;;52.43643188;1.2;80.00%;99.97%;0.05;141.2545624;3;153.7527771;0.03;0.02;65.00102997;0.787024313;98.00%;2.253427029;0.1;0.1;2.5;80.00%;0.9;0.85;24873.60956;3422.477255;28296.08682;10.90843084;1000;0.2;800
61.03%;2.36%;21.45%;1.99%;0.29%;0.87%;0.21%;0.59%;0.08%;11.13%;219.1621115;62.47452932;28.99305389;676.5336186;91.41%;579.1964855;310.5969935;60.27894145;44.94157789;0.044941578;11.19045289;42.48156931;21.91919146;437.3003582;604.9975492;581.7013548;457.0742205;;58.00368118;1.2;80.00%;99.79%;0.05;144.1185303;3;146.8008423;0.03;0.02;52.66103745;0.752473064;98.00%;2.458796501;0.1;0.1;2.5;80.00%;0.9;0.85;30139.47072;3186.117698;33325.58842;25.81813222;1000;0.2;800
49.77%;4.65%;21.47%;2.55%;1.12%;0.60%;0.01%;0.10%;0.15%;19.60%;258.3706856;58.3704936;15.14528105;817.7248205;87.15%;650.9869969;375.1407762;43.73561961;22.385332;0.022385332;5.573947668;21.16000545;10.39011162;385.637071;517.4581123;606.282972;391.8268384;;70.26470184;1.2;80.00%;99.52%;0.05;149.6238251;3;159.9581146;0.03;0.02;52.12236404;0.812766496;98.00%;2.074632168;0.1;0.1;2.5;80.00%;0.9;0.85;21867.80981;1587.000409;23454.81022;10.6988242;1000;0.2;800
55.68%;6.59%;12.17%;2.50%;0.38%;0.64%;0.25%;0.58%;0.03%;21.18%;210.7019045;78.95715724;28.47093505;643.2977201;101.07%;615.6736092;297.0919864;40.13601991;44.05320729;0.044053207;10.96924862;41.64182628;28.5334394;450.5025084;629.0749956;577.2812885;475.3121176;;56.03982162;1.2;80.00%;99.91%;0.05;145.9453888;3;154.0184784;0.03;0.02;51.47201157;0.815327413;98.00%;2.317570448;0.1;0.1;2.5;80.00%;0.9;0.85;20068.00996;3123.136971;23191.14693;8.449845149;1000;0.2;800
51.62%;6.12%;24.05%;1.22%;0.94%;0.57%;0.10%;0.26%;0.03%;15.09%;235.7384646;53.33651107;39.8514585;708.2767001;87.65%;597.3357775;329.484367;23.56074085;62.40606846;0.062406068;15.53911105;58.99008997;47.70801101;511.7477642;578.2947624;490.2718497;437.1536098;;74.07595825;1.2;80.00%;99.99%;0.05;144.0713043;3;154.1472168;0.03;0.02;61.93297577;0.817832444;98.00%;2.496350288;0.1;0.1;2.5;80.00%;0.9;0.85;11780.37042;4424.256748;16204.62717;8.429197141;1000;0.2;800
52.95%;7.40%;21.99%;2.75%;0.88%;0.32%;0.25%;0.56%;0.14%;12.75%;218.5508064;50.93636835;37.04039152;712.9802631;88.50%;559.1606173;305.6635078;39.24455981;57.99777393;0.057997774;14.44144571;54.82309632;35.60621805;477.1487091;718.2019297;648.2724447;541.8918743;;62.09493256;1.2;80.00%;96.80%;0.05;148.3447723;3;156.628952;0.03;0.02;67.6200943;0.768575915;98.00%;2.048433781;0.1;0.1;2.5;80.00%;0.9;0.85;19622.2799;4111.732224;23734.01213;7.152988605;1000;0.2;800
52.99%;3.41%;15.83%;2.03%;0.52%;0.64%;0.15%;0.18%;0.05%;24.19%;224.1749956;46.94260187;44.52947952;572.7939359;77.61%;503.0085321;301.1850782;59.17218466;70.10431651;0.070104317;17.45597481;66.26695192;48.36164475;497.1802165;798.0251019;705.3674842;601.6775805;;72.76760864;1.2;80.00%;99.99%;0.05;148.2951355;3;147.8813782;0.03;0.02;58.4990387;0.737895826;98.00%;2.096158028;0.1;0.1;2.5;80.00%;0.9;0.85;29586.09233;4970.021394;34556.11372;15.52096507;1000;0.2;800
62.70%;2.03%;14.75%;1.47%;0.34%;0.70%;0.05%;0.54%;0.06%;17.38%;224.3703437;56.08550914;21.1724921;625.6200925;85.33%;553.4723595;322.3603023;42.22239031;32.33641385;0.032336414;8.051767048;30.56638576;13.25276197;377.9281925;467.2051257;521.9409056;353.8632897;;54.70752716;1.2;80.00%;98.79%;0.05;146.4455109;3;147.6095581;0.03;0.02;50.92341232;0.785126922;98.00%;2.866169214;0.1;0.1;2.5;80.00%;0.9;0.85;21111.19516;2292.478932;23403.67409;30.91773559;1000;0.2;800
57.99%;5.03%;16.47%;2.65%;0.47%;0.61%;0.25%;0.24%;0.07%;16.23%;265.4546233;72.23793999;13.24708763;1007.472089;94.28%;723.5201916;382.8067348;14.74859829;19.20559373;0.019205594;4.782192839;18.15431944;9.387605815;406.7891038;391.2997291;460.1458614;297.4468042;;55.8278656;1.2;80.00%;99.99%;0.05;149.2844543;3;152.9757843;0.03;0.02;65.12499237;0.820102237;98.00%;2.565887928;0.1;0.1;2.5;80.00%;0.9;0.85;7374.299145;1361.573958;8735.873104;11.54085584;1000;0.2;800
62.00%;7.38%;18.18%;0.81%;1.34%;0.74%;0.08%;0.29%;0.15%;9.04%;245.536684;73.69622185;30.7863774;869.7307212;96.93%;688.0295107;348.933788;27.7409171;47.59085343;0.047590853;11.8501225;44.98582902;37.64648916;497.8112111;566.8899013;506.25487;428.8430419;;57.65537643;1.2;80.00%;100.00%;0.05;141.0892334;3;145.6602325;0.03;0.02;54.03209686;0.751844196;98.00%;2.560754776;0.1;0.1;2.5;80.00%;0.9;0.85;13870.45855;3373.937176;17244.39572;8.405312105;1000;0.2;800
60.56%;7.61%;12.76%;2.34%;0.45%;0.50%;0.22%;0.18%;0.10%;15.27%;262.4874312;56.94284837;44.59270694;862.5589285;80.15%;608.1902452;367.0700012;49.38925402;69.85536903;0.069855369;17.39398689;66.03163131;46.39285414;544.4276516;684.1775364;593.1677453;516.6728188;;55.44514847;1.2;80.00%;98.38%;0.05;142.788147;3;148.687027;0.03;0.02;62.7910614;0.806869089;98.00%;2.946007252;0.1;0.1;2.5;80.00%;0.9;0.85;24694.62701;4952.372348;29646.99936;7.961282118;1000;0.2;800
55.27%;2.25%;15.64%;0.87%;0.58%;0.88%;0.07%;0.36%;0.04%;24.04%;256.4179361;74.00407086;45.98071221;1024.03506;90.00%;667.1884704;352.0613742;27.40754211;72.04610539;0.072046105;17.93948024;68.10245131;51.37710153;580.2662896;640.5521197;493.234988;484.0329604;;55.18988419;1.2;80.00%;99.60%;0.05;140.5493011;3;144.8911133;0.03;0.02;63.3658371;0.764254445;98.00%;2.856738806;0.1;0.1;2.5;80.00%;0.9;0.85;13703.77105;5107.683848;18811.4549;24.54962857;1000;0.2;800
57.40%;3.98%;14.43%;2.33%;1.24%;0.51%;0.20%;0.16%;0.05%;19.70%;234.0097812;59.90852015;14.39334736;889.1828277;90.47%;612.0686624;338.8130232;44.11038676;21.32230777;0.021322308;5.309254634;20.15516895;1.916477594;363.3069498;398.3755564;480.5163902;302.304165;;64.8674469;1.2;80.00%;98.64%;0.05;141.2836304;3;153.9006195;0.03;0.02;53.59074783;0.761257359;98.00%;2.109989166;0.1;0.1;2.5;80.00%;0.9;0.85;22055.19338;1511.637672;23566.83105;14.40496551;1000;0.2;800
53.96%;7.69%;23.09%;0.26%;0.49%;0.36%;0.09%;0.42%;0.08%;13.56%;243.0169933;69.82875017;24.63877022;694.025928;89.48%;628.6626022;343.806517;62.38494542;37.73718868;0.037737189;9.396559982;35.6715334;21.75311927;433.1331544;486.4959266;495.4627123;368.4730494;;63.52046204;1.2;80.00%;97.46%;0.05;144.7493744;3;149.5099487;0.03;0.02;55.0513382;0.808858626;98.00%;2.022614956;0.1;0.1;2.5;80.00%;0.9;0.85;31192.47271;2675.365005;33867.83771;7.016928899;1000;0.2;800
50.35%;5.80%;22.32%;1.21%;0.89%;0.56%;0.15%;0.22%;0.14%;18.36%;228.4527185;72.86038088;46.34346199;640.3139637;90.58%;598.2631784;308.4290765;8.43917672;72.82732818;0.072827328;18.13400472;68.84091159;57.90013735;551.0823888;782.6847981;632.057511;590.4985845;;63.01168442;1.2;80.00%;99.08%;0.05;144.4456024;3;144.3184357;0.03;0.02;69.16835022;0.802057528;98.00%;2.498691559;0.1;0.1;2.5;80.00%;0.9;0.85;4219.58836;5163.068369;9382.656729;8.678292473;1000;0.2;800
59.67%;6.42%;13.37%;2.99%;1.12%;0.87%;0.28%;0.43%;0.05%;14.79%;213.1590615;53.07841134;35.12656846;702.2892874;87.70%;540.4750101;296.0992341;23.88416561;54.94328727;0.054943287;13.68087853;51.93580592;31.12273201;457.1105659;681.9886278;626.3228583;514.6899116;;58.54890442;1.2;80.00%;98.63%;0.05;141.9823303;3;153.5096436;0.03;0.02;55.85984039;0.728856334;98.00%;2.730197191;0.1;0.1;2.5;80.00%;0.9;0.85;11942.0828;3895.185444;15837.26825;9.295854935;1000;0.2;800
52.32%;2.80%;12.67%;2.21%;1.20%;0.56%;0.01%;0.50%;0.12%;27.62%;252.6284699;49.94324877;38.89246547;861.9161296;76.34%;557.5762378;350.7938978;91.88207561;60.79083052;0.060790831;15.1369168;57.46326679;38.22001276;487.3649567;609.5364326;569.0602821;460.4944956;;70.32312012;1.2;80.00%;99.20%;0.05;142.1147614;3;154.6463013;0.03;0.02;64.15641785;0.798336769;98.00%;2.104728222;0.1;0.1;2.5;80.00%;0.9;0.85;45941.0378;4309.74501;50250.78281;18.70884868;1000;0.2;800
50.84%;6.94%;12.63%;1.25%;1.21%;0.89%;0.26%;0.41%;0.14%;25.42%;221.4977091;76.06808699;17.6047895;666.3548193;99.97%;640.1801262;317.4846901;25.26473456;26.48300723;0.026483007;6.594268801;25.03338246;4.009518466;395.62227;400.2963119;426.3505534;303.8809362;;59.85376358;1.2;80.00%;96.53%;0.05;148.1289063;3;145.3558044;0.03;0.02;69.14461517;0.757039304;98.00%;2.163994789;0.1;0.1;2.5;80.00%;0.9;0.85;12632.36728;1877.503684;14509.87096;7.320941405;1000;0.2;800
54.68%;1.70%;15.79%;1.74%;0.73%;0.27%;0.24%;0.50%;0.07%;24.28%;215.2355408;60.46436476;41.85580104;620.2016224;81.83%;509.2188902;288.8958635;17.4091503;65.76459922;0.065764599;16.37538521;62.16478174;47.5719854;483.7059216;609.597917;520.3645683;460.4885754;;60.88469315;1.2;80.00%;99.94%;0.05;149.7665558;3;145.7814331;0.03;0.02;54.61332321;0.72908358;98.00%;2.706847668;0.1;0.1;2.5;80.00%;0.9;0.85;8704.57515;4662.35863;13366.93378;32.15527044;1000;0.2;800
56.88%;5.26%;18.09%;2.80%;0.69%;0.32%;0.15%;0.31%;0.05%;15.46%;231.518859;60.32739089;11.15344122;839.6627496;87.61%;586.4187856;337.8870884;62.77691361;16.10568978;0.01610569;4.010316756;15.2240978;-2.97563537;332.2078147;377.6599896;494.3979462;286.7543104;;70.92472076;1.2;80.00%;99.99%;0.05;148.3764648;3;157.6741486;0.03;0.02;65.77846527;0.803784753;98.00%;2.380587339;0.1;0.1;2.5;80.00%;0.9;0.85;31388.45681;1141.807335;32530.26414;10.81463082;1000;0.2;800
54.20%;1.76%;15.87%;0.71%;0.65%;0.59%;0.05%;0.05%;0.12%;25.98%;240.8226642;79.91481145;32.16939715;813.2498352;96.99%;675.2939229;341.2363784;45.01936197;49.81163315;0.049811633;12.40309665;47.08504787;38.53513302;500.0685455;602.7916704;533.2081467;455.7779435;;55.77642441;1.2;80.00%;99.63%;0.05;146.4799652;3;156.9999542;0.03;0.02;61.4606781;0.748252485;98.00%;2.354304314;0.1;0.1;2.5;80.00%;0.9;0.85;22509.68098;3531.37859;26041.05957;30.76455664;1000;0.2;800
53.86%;6.68%;23.02%;1.43%;1.10%;0.50%;0.20%;0.47%;0.12%;12.63%;229.4568902;61.76532457;11.50666612;727.8204374;90.21%;598.4561366;333.6261305;56.24381538;16.68382268;0.016683823;4.154271848;15.7705849;1.187025246;339.51472;367.1523268;471.975015;278.9869314;;50.64698029;1.2;80.00%;100.00%;0.05;141.4377899;3;141.9380493;0.03;0.02;60.09122086;0.771112709;98.00%;2.917999744;0.1;0.1;2.5;80.00%;0.9;0.85;28121.90769;1182.793868;29304.70156;8.056943454;1000;0.2;800
55.38%;4.39%;23.15%;2.78%;0.90%;0.44%;0.15%;0.54%;0.06%;12.21%;228.0164974;74.16282541;40.46231457;941.5903149;89.96%;593.035533;318.0388594;-6.089457245;63.30544664;0.063305447;15.76305621;59.84023806;47.92246172;513.0203787;736.1241854;636.3785583;555.6960961;;72.68477631;1.2;80.00%;99.58%;0.05;145.40625;3;143.1444092;0.03;0.02;58.92090607;0.777957618;98.00%;2.101237297;0.1;0.1;2.5;80.00%;0.9;0.85;3044.728623;4488.017854;7532.746477;12.61164743;1000;0.2;800
59.61%;3.82%;18.98%;0.26%;1.22%;0.50%;0.16%;0.19%;0.11%;15.14%;234.4823415;65.23116622;26.98350361;667.3952582;90.59%;614.1190226;333.1258108;41.10331842;41.58947555;0.041589476;10.35577941;39.3129541;20.1805077;440.8257928;649.9004345;641.2378126;490.881197;;66.03560638;1.2;80.00%;96.61%;0.05;146.2697754;3;148.1560822;0.03;0.02;50.80725479;0.783868861;98.00%;2.655077219;0.1;0.1;2.5;80.00%;0.9;0.85;20551.65921;2948.471557;23500.13077;15.59315396;1000;0.2;800
62.46%;4.94%;19.19%;2.27%;0.40%;0.33%;0.25%;0.07%;0.03%;10.05%;252.395748;65.08689738;23.68886956;870.2289671;88.86%;648.3662437;350.9034119;45.03718998;36.20705403;0.036207054;9.015556453;34.22515514;16.636628;436.3854358;538.1532797;549.1261423;407.1990657;;56.76203537;1.2;80.00%;99.12%;0.05;146.7376556;3;156.811203;0.03;0.02;67.95469666;0.820775802;98.00%;2.99104166;0.1;0.1;2.5;80.00%;0.9;0.85;22518.59499;2566.886635;25085.48162;12.64349014;1000;0.2;800
50.46%;1.65%;14.31%;2.77%;0.61%;0.83%;0.23%;0.14%;0.14%;28.87%;264.4344018;66.50712994;30.32438588;1037.07563;93.11%;711.8267155;374.0708395;32.77696934;46.78386556;0.046783866;11.64918252;44.22301399;34.26079764;505.7684073;600.5755635;553.1291379;454.1984654;;51.21993256;1.2;80.00%;100.00%;0.05;141.2922363;3;149.559433;0.03;0.02;66.98295593;0.736122708;98.00%;2.920860291;0.1;0.1;2.5;80.00%;0.9;0.85;16388.48467;3316.726049;19705.21072;30.54680212;1000;0.2;800
60.72%;5.59%;22.58%;0.29%;1.29%;0.28%;0.18%;0.50%;0.04%;8.51%;213.6289721;58.6619533;10.7893013;851.9718232;89.38%;552.0479834;311.7178794;39.81340757;15.64370156;0.015643702;3.895281688;14.78739785;1.137142619;314.5519569;371.9607235;486.8773324;282.460672;;67.735672;1.2;80.00%;99.78%;0.05;143.1762238;3;155.5381927;0.03;0.02;54.69852448;0.741613433;98.00%;2.290747166;0.1;0.1;2.5;80.00%;0.9;0.85;19906.70378;1109.054838;21015.75862;10.85645695;1000;0.2;800
49.30%;5.23%;16.84%;1.75%;0.88%;0.68%;0.28%;0.58%;0.06%;24.41%;257.0984118;72.68553843;34.16400405;798.6622736;85.81%;637.806266;363.6329842;62.86719763;52.97322359;0.052973224;13.19033267;50.07357942;36.82887567;494.7430507;655.2165948;614.1096059;495.1543921;;72.67793274;1.2;80.00%;98.03%;0.05;146.1065979;3;152.289444;0.03;0.02;58.94425964;0.803838009;98.00%;2.853959799;0.1;0.1;2.5;80.00%;0.9;0.85;31433.59882;3755.518456;35189.11727;9.427044954;1000;0.2;800
57.49%;3.90%;14.72%;2.29%;1.10%;0.39%;0.23%;0.13%;0.10%;19.66%;208.7120083;81.72179607;31.85548811;880.7528634;99.18%;598.4245588;288.384298;-3.901821874;49.52414445;0.049524144;12.33151197;46.81329571;29.84957171;463.7660646;588.4646685;515.8283103;444.9347648;;73.26774597;1.2;80.00%;98.18%;0.05;147.9024963;3;153.9921265;0.03;0.02;53.90214157;0.783710073;98.00%;2.975389481;0.1;0.1;2.5;80.00%;0.9;0.85;1950.910937;3510.997178;5461.908115;14.74716007;1000;0.2;800
49.30%;2.53%;19.89%;1.96%;1.10%;0.66%;0.06%;0.25%;0.06%;24.18%;243.3953999;54.71717763;24.06826019;926.0496927;87.12%;613.0403714;343.06799;54.75093036;36.91892905;0.036918929;9.192813333;34.8980636;16.82164905;422.906244;488.6245457;509.4033952;369.9483017;;50.72057724;1.2;80.00%;99.02%;0.05;145.7147064;3;150.0851593;0.03;0.02;54.22412109;0.807457962;98.00%;2.011931896;0.1;0.1;2.5;80.00%;0.9;0.85;27375.46518;2617.35477;29992.81995;19.46796128;1000;0.2;800
56.46%;2.41%;24.98%;2.51%;1.31%;0.39%;0.29%;0.40%;0.09%;11.18%;208.7425811;62.93923029;15.95116467;582.4320164;97.84%;590.4707735;298.9874147;18.80600009;23.98477773;0.023984778;5.972209656;22.67190085;6.900030451;363.3530353;496.5190453;544.0542592;375.8255009;;73.56423187;1.2;80.00%;100.00%;0.05;145.0442657;3;141.1561584;0.03;0.02;57.36609268;0.806012503;98.00%;2.462388992;0.1;0.1;2.5;80.00%;0.9;0.85;9403.000047;1700.392564;11103.39261;23.43602983;1000;0.2;800
53.07%;7.42%;17.51%;2.19%;0.98%;0.40%;0.07%;0.35%;0.12%;17.89%;239.0227914;52.83222709;15.31358705;761.0322686;92.79%;641.1888406;347.0996607;19.92436449;22.81394524;0.022813945;5.680672364;21.56515729;6.569818936;382.9040222;571.7798386;638.4876619;432.3317286;;62.22622299;1.2;80.00%;95.74%;0.05;147.2375183;3;143.9707336;0.03;0.02;58.50003052;0.79067587;98.00%;2.230653048;0.1;0.1;2.5;80.00%;0.9;0.85;9962.182243;1617.386797;11579.56904;7.154356872;1000;0.2;800
49.64%;6.96%;24.01%;2.21%;1.40%;0.60%;0.08%;0.59%;0.12%;14.39%;224.7005757;57.87083657;44.66075779;649.6015464;82.88%;538.4198675;298.9083519;43.77107251;70.2552378;0.070255238;17.49355421;66.40961209;54.3293674;513.6758402;723.3059929;607.8138189;545.6209556;;57.23446274;1.2;80.00%;99.63%;0.05;142.6453552;3;142.5173645;0.03;0.02;67.37918854;0.785850434;98.00%;2.595921993;0.1;0.1;2.5;80.00%;0.9;0.85;21885.53626;4980.720907;26866.25716;7.131156133;1000;0.2;800
59.27%;6.71%;22.96%;2.79%;0.57%;0.91%;0.10%;0.42%;0.10%;6.16%;210.1871252;53.15040075;41.9325117;722.7708061;84.52%;513.6001746;289.8194319;36.40088897;65.93124668;0.065931247;16.41688042;62.32230726;37.93764659;485.9390129;783.9588762;691.9944256;591.0617409;;74.62498474;1.2;80.00%;98.90%;0.05;149.1339111;3;146.9429779;0.03;0.02;61.53150558;0.739090707;98.00%;2.73369503;0.1;0.1;2.5;80.00%;0.9;0.85;18200.44448;4674.173044;22874.61753;8.83595527;1000;0.2;800
54.79%;7.07%;15.42%;1.00%;0.56%;0.41%;0.21%;0.35%;0.03%;20.15%;250.9531596;52.10249239;40.59582278;866.9146681;77.87%;564.9221944;348.3603308;73.8574779;63.53079386;0.063530794;15.81916767;60.05325024;43.12963304;500.6647498;772.82593;715.0123755;582.9615534;;63.40044022;1.2;80.00%;98.75%;0.05;148.1343689;3;147.2541809;0.03;0.02;55.15604019;0.770662932;98.00%;2.881299496;0.1;0.1;2.5;80.00%;0.9;0.85;36928.73895;4503.993768;41432.73272;7.746515234;1000;0.2;800
52.81%;6.40%;12.44%;2.88%;0.37%;0.52%;0.30%;0.38%;0.13%;23.79%;231.9750415;73.2972342;42.74649303;931.1184809;87.99%;590.086112;319.0439598;29.84469162;66.98537678;0.066985377;16.67935882;63.31873647;46.92270576;525.5506006;631.4869236;518.5867416;477.1052508;;61.13311005;1.2;80.00%;99.81%;0.05;142.9193726;3;153.658905;0.03;0.02;68.09761047;0.801745599;98.00%;2.491699934;0.1;0.1;2.5;80.00%;0.9;0.85;14922.34581;4748.905236;19671.25105;8.250439283;1000;0.2;800
58.25%;3.46%;13.56%;2.66%;1.07%;0.33%;0.17%;0.15%;0.02%;20.32%;223.5780242;65.06374751;38.73988445;765.0877539;90.96%;587.9561423;311.7506581;39.83356793;60.61738037;0.06061738;15.09372771;57.29931095;41.77879983;500.7857145;576.4587412;484.2600466;435.7207337;;50.05624008;1.2;80.00%;99.10%;0.05;146.2934113;3;140.423996;0.03;0.02;64.27451324;0.735322002;98.00%;2.969338417;0.1;0.1;2.5;80.00%;0.9;0.85;19916.78396;4297.448321;24214.23228;16.82176384;1000;0.2;800
54.47%;1.51%;15.07%;0.99%;0.43%;0.28%;0.14%;0.49%;0.04%;26.59%;246.6289276;54.431063;21.53150212;938.1575069;82.71%;589.7172225;352.1589004;40.56384219;32.79575292;0.032795753;8.166142477;31.00058156;11.05666654;396.4644067;445.1904165;504.4819877;337.4268741;;72.23735809;1.2;80.00%;100.00%;0.05;147.3848114;3;155.1231384;0.03;0.02;53.93441391;0.756354244;98.00%;2.831755161;0.1;0.1;2.5;80.00%;0.9;0.85;20281.9211;2325.043617;22606.96471;36.17286669;1000;0.2;800
59.42%;4.70%;24.70%;2.37%;0.68%;0.71%;0.19%;0.30%;0.13%;6.80%;230.5990245;77.95193696;10.07635698;930.709223;96.95%;646.3619123;337.3066464;68.75925821;14.26000444;0.014260004;3.550741105;13.47944143;3.900079931;352.7165043;343.7708523;433.9431642;261.5079966;;68.67739105;1.2;80.00%;99.06%;0.05;149.7268372;3;140.150589;0.03;0.02;59.11328125;0.807322905;98.00%;2.390740395;0.1;0.1;2.5;80.00%;0.9;0.85;34379.62911;1010.958107;35390.58721;12.63209123;1000;0.2;800
62.08%;6.01%;24.14%;1.90%;1.03%;0.87%;0.19%;0.45%;0.01%;3.32%;251.5549005;76.84664391;28.9260812;827.3939253;95.81%;696.759176;355.6359932;-14.38881811;44.54537831;0.044545378;11.0917992;42.10705688;33.99263146;490.2286393;690.0141501;643.742398;521.3255506;;63.42935562;1.2;80.00%;99.33%;0.05;145.3152466;3;158.375473;0.03;0.02;66.67253876;0.782922559;98.00%;2.296768427;0.1;0.1;2.5;80.00%;0.9;0.85;7194.409054;3158.029266;10352.43832;10.33513771;1000;0.2;800
62.60%;5.99%;18.34%;2.10%;0.35%;0.85%;0.16%;0.52%;0.13%;8.95%;262.8523368;62.39310302;36.57068225;784.3829204;86.42%;656.7088;369.3655859;59.87680926;56.89062397;0.056890624;14.16576537;53.77654945;37.20557831;518.2444999;738.315007;675.7075989;557.3910391;;70.08023834;1.2;80.00%;99.69%;0.05;141.8300323;3;159.8116455;0.03;0.02;58.28928375;0.743310625;98.00%;2.540462971;0.1;0.1;2.5;80.00%;0.9;0.85;29938.40463;4033.241209;33971.64584;10.4470828;1000;0.2;800
51.20%;6.45%;15.57%;2.15%;1.19%;0.31%;0.08%;0.17%;0.03%;22.85%;265.0551955;67.71885604;36.51863632;890.6274391;83.68%;641.2536023;373.9233942;65.35813523;56.75268429;0.056752684;14.13141839;53.6461603;40.13852396;510.5345046;647.3214342;598.3380389;489.2721106;;54.19001007;1.2;80.00%;97.07%;0.05;142.7086182;3;151.1783447;0.03;0.02;51.77463531;0.786895617;98.00%;2.754842758;0.1;0.1;2.5;80.00%;0.9;0.85;32679.06762;4023.462023;36702.52964;7.941119364;1000;0.2;800
58.48%;2.05%;18.82%;2.05%;1.00%;0.71%;0.26%;0.32%;0.11%;16.19%;216.7649898;81.46944722;39.03194094;866.1333423;93.61%;586.6057404;293.955254;-4.765264761;61.05940085;0.061059401;15.20379081;57.71713614;37.57034917;501.3185848;628.4049414;520.3614789;474.9172736;;66.53132629;1.2;80.00%;99.79%;0.05;142.2581635;3;155.2262573;0.03;0.02;53.09524536;0.816867187;98.00%;2.912098408;0.1;0.1;2.5;80.00%;0.9;0.85;2382.632381;4328.785211;6711.417591;28.50960721;1000;0.2;800
49.20%;1.64%;21.70%;1.00%;1.21%;0.57%;0.14%;0.15%;0.04%;24.34%;247.605744;59.16004012;13.27138132;942.1085614;95.97%;687.0019373;360.160187;43.55602199;19.42739651;0.019427397;4.837421732;18.3639812;-1.164508521;391.2456814;454.6025127;521.5587589;344.5968972;;68.22384644;1.2;80.00%;97.77%;0.05;140.4944763;3;151.7043915;0.03;0.02;63.4728775;0.811062745;98.00%;2.758651495;0.1;0.1;2.5;80.00%;0.9;0.85;21778.01099;1377.29859;23155.30958;30.02325305;1000;0.2;800
50.96%;1.65%;18.24%;0.89%;0.62%;0.31%;0.29%;0.60%;0.09%;26.36%;208.3189272;58.02407659;10.67143775;776.8565509;97.04%;584.4293731;297.2496897;22.32737822;15.52087162;0.015520872;3.864697032;14.67129136;1.328366895;328.8475863;472.7600797;557.1766095;357.9725291;;50.10676193;1.2;80.00%;95.48%;0.05;144.8948975;3;156.8424377;0.03;0.02;50.93716812;0.760686353;98.00%;2.582244873;0.1;0.1;2.5;80.00%;0.9;0.85;11163.68911;1100.346852;12264.03596;30.90777716;1000;0.2;800
