Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
59.83%;2.98%;22.48%;2.14%;1.35%;0.74%;0.03%;0.52%;0.12%;9.81%;253.3092821;68.7365267;18.7879038;6380.6504302;94.10%;689.1267283;366.5612568;41.1561324;28.2223704;0.0183748;7.0273702;26.6775365;10.5804756;503.1058622;562.0568212;519.5574708;425.3363424;;50.9941864;1.2;80.00%;100.00%;0.05;143.2953186;3;154.6479034;0.03;0.02;57.89674759;0.788850415;98.00%;2.731912136;0.1;0.1;2.5;80.00%;0.9;0.85;20578.0662046;2000.8152405;22578.8814451;20.0771812;1000;0.2;800
62.09%;2.28%;23.28%;2.04%;0.76%;0.42%;0.03%;0.36%;0.09%;8.65%;262.8777089;83.0450652;14.7352112;6624.4397878;91.95%;698.7705814;368.9273135;7.7359048;21.5929546;0.0000000;5.3766457;20.4110011;10.2782163;464.1937170;566.2435029;566.6285646;428.6666369;;64.3953476;1.2;80.00%;96.28%;0.05;142.0906372;3;140.1157379;0.03;0.02;64.27398682;0.756429939;98.00%;2.733212233;0.1;0.1;2.5;80.00%;0.9;0.85;3867.9524057;1530.8250833;5398.7774890;27.2324561;1000;0.2;800
62.05%;4.74%;18.42%;2.62%;0.73%;0.83%;0.14%;0.10%;0.11%;10.24%;262.7083562;84.0649098;29.1642538;5805.9917205;85.71%;650.9730511;353.7594363;37.6822371;44.8906161;0.0000000;11.1777634;42.4333970;28.1678707;594.7725509;640.3626610;492.3256416;484.0900186;;73.22890472;1.2;80.00%;93.98%;0.05;141.8846436;3;146.4859314;0.03;0.02;67.26058197;0.740040056;98.00%;2.345646858;0.1;0.1;2.5;80.00%;0.9;0.85;18841.1185584;3182.5047785;22023.6233369;13.0907173;1000;0.2;800
60.04%;2.95%;16.08%;2.44%;0.59%;0.59%;0.16%;0.25%;0.08%;16.82%;254.1983837;59.1634345;18.5507199;5936.8702827;91.62%;673.2795578;358.2319211;22.4638481;27.9382526;0.0000000;6.9566249;26.4089707;16.4452360;494.2273923;480.4515759;440.9428518;363.9300608;;61.40809631;1.2;80.00%;97.27%;0.05;141.5908508;3;142.6212311;0.03;0.02;53.23701096;0.810438662;98.00%;2.666834354;0.1;0.1;2.5;80.00%;0.9;0.85;11231.9240380;1980.6728052;13212.5968432;20.3525424;1000;0.2;800
49.66%;2.52%;15.41%;0.48%;1.38%;0.61%;0.17%;0.19%;0.10%;29.49%;210.2513613;70.2498444;15.9028291;5478.8628796;91.89%;558.5510976;297.5929743;39.7482644;23.8658972;0.3157957;5.9426084;22.5595275;7.0401338;414.5998152;408.7764536;407.3109089;310.1365052;;70.7639389;1.2;80.00%;97.78%;0.05;143.7464142;3;156.8924561;0.03;0.02;66.30955505;0.745320854;98.00%;2.698018074;0.1;0.1;2.5;80.00%;0.9;0.85;19874.1321969;1691.9645658;21566.0967627;19.7063492;1000;0.2;800
60.94%;4.23%;16.07%;2.42%;0.36%;0.54%;0.10%;0.53%;0.12%;14.69%;258.0088191;60.6477437;26.1036953;4672.8691044;90.92%;678.1764624;365.6680560;24.0734646;40.0606131;0.0000000;9.9750927;37.8677784;27.4687960;575.6521270;532.7254658;413.5057413;403.1863787;;63.28887939;1.2;80.00%;98.83%;0.05;144.8197632;3;145.3327942;0.03;0.02;53.84745407;0.807545287;98.00%;2.013500452;0.1;0.1;2.5;80.00%;0.9;0.85;12036.7323165;2840.0833783;14876.8156948;14.4066194;1000;0.2;800
55.20%;4.20%;23.77%;2.04%;0.83%;0.81%;0.15%;0.42%;0.07%;12.53%;233.7067085;83.4943273;25.9328597;6810.2830968;91.23%;616.3649654;333.8715057;37.6425303;39.7764953;0.0162675;9.9043473;37.5992126;23.4935563;545.3497083;639.5931085;527.4541382;483.3709833;;55.74375153;1.2;80.00%;100.00%;0.05;148.6822662;3;140.807663;0.03;0.02;68.97310638;0.730315776;98.00%;2.887108326;0.1;0.1;2.5;80.00%;0.9;0.85;18821.2651671;2819.9409430;21641.2061100;13.1428571;1000;0.2;800
52.77%;7.78%;12.37%;1.12%;0.52%;0.70%;0.17%;0.13%;0.13%;24.29%;223.4185328;63.4246167;46.8242015;5996.1056176;82.38%;532.0780475;304.0884146;41.5153194;73.6812222;0.1763698;18.3466243;69.6480652;51.6588257;728.2482016;622.3049333;296.3230462;469.9982475;;60.22171402;1.2;80.00%;98.61%;0.05;142.9315033;3;145.0753632;0.03;0.02;64.38045502;0.755849025;98.00%;2.719438553;0.1;0.1;2.5;80.00%;0.9;0.85;20757.6597189;5223.6048896;25981.2646086;6.7827763;1000;0.2;800
52.04%;2.57%;14.44%;2.89%;1.27%;0.71%;0.28%;0.08%;0.13%;25.59%;220.3278462;54.7901927;16.1442665;5515.7460703;88.70%;565.0189433;301.0219450;37.0430597;24.3394269;0.2417984;6.0605173;23.0071372;8.2788666;420.9418632;463.5438738;457.9735327;350.9772128;;70.51301575;1.2;80.00%;94.21%;0.05;140.2535858;3;150.6131439;0.03;0.02;56.85646057;0.793791286;98.00%;2.859634876;0.1;0.1;2.5;80.00%;0.9;0.85;18521.5298350;1725.5352913;20247.0651263;20.2490272;1000;0.2;800
57.91%;6.44%;21.27%;2.51%;1.22%;0.58%;0.09%;0.09%;0.07%;9.81%;245.1803531;79.0366487;39.1132491;5346.0921631;87.25%;618.4677292;343.5139409;41.0511568;60.9906261;0.0091514;15.1866659;57.6521259;36.4447863;684.9596579;709.6667361;458.6651543;535.8947862;;65.36425018;1.2;80.00%;99.78%;0.05;149.5119324;3;144.0840759;0.03;0.02;66.88069916;0.742138223;98.00%;2.165446997;0.1;0.1;2.5;80.00%;0.9;0.85;20525.5783802;4323.9094459;24849.4878261;8.9922360;1000;0.2;800
51.32%;2.85%;13.83%;1.91%;0.39%;0.81%;0.05%;0.23%;0.03%;28.58%;217.2794978;66.5884330;17.8695435;6023.8870354;93.21%;585.5158821;312.7163232;39.1870258;26.9911932;0.1730011;6.7208071;25.5137514;17.3277703;447.2247804;410.7597425;385.8941658;311.5534318;;55.97595978;1.2;80.00%;99.72%;0.05;143.7502899;3;148.3194122;0.03;0.02;62.67811966;0.764853668;98.00%;2.895320892;0.1;0.1;2.5;80.00%;0.9;0.85;19593.5128899;1913.5313542;21507.0442441;18.0070175;1000;0.2;800
56.74%;6.00%;20.14%;2.20%;0.25%;0.88%;0.11%;0.28%;0.09%;13.32%;240.2267870;69.7310518;36.4667277;6476.0851712;87.27%;606.0847666;335.3977541;40.5388148;56.8235647;0.0474491;14.1490676;53.7131608;41.0479375;652.0246639;678.5436097;456.0160584;512.4207678;;61.33216095;1.2;80.00%;99.12%;0.05;144.7972107;3;144.6916809;0.03;0.02;63.09989166;0.762654168;98.00%;2.776269436;0.1;0.1;2.5;80.00%;0.9;0.85;20269.4074154;4028.4870614;24297.8944768;9.4566667;1000;0.2;800
62.33%;6.32%;19.92%;2.28%;1.29%;0.26%;0.08%;0.44%;0.09%;6.97%;263.8938250;68.8813998;38.4446671;5879.9410232;88.53%;675.4070074;372.3030637;14.0474490;59.8541548;0.0000000;14.9036845;56.5778627;35.0238275;703.8107338;677.5367862;429.0528432;511.9034371;;51.20576859;1.2;80.00%;100.00%;0.05;146.6595764;3;142.7533417;0.03;0.02;58.70737839;0.784904015;98.00%;2.341274261;0.1;0.1;2.5;80.00%;0.9;0.85;7023.7245195;4243.3397047;11267.0642241;9.8623418;1000;0.2;800
54.80%;3.20%;14.70%;2.56%;1.15%;0.38%;0.06%;0.08%;0.03%;23.06%;232.0131816;58.1744757;19.9505663;6107.2983017;92.98%;623.6955063;333.6609011;39.5547521;30.3059011;0.0959108;7.5461694;28.6470191;13.7589000;486.5730338;442.5690289;392.2911438;335.3950941;;52.93347931;1.2;80.00%;99.79%;0.05;142.3927155;3;149.0160828;0.03;0.02;55.43427277;0.800472980;98.00%;2.879969835;0.1;0.1;2.5;80.00%;0.9;0.85;19777.3760519;2148.5264328;21925.9024847;17.1250000;1000;0.2;800
56.42%;2.11%;12.61%;2.15%;1.44%;0.61%;0.25%;0.14%;0.04%;24.24%;238.8719655;50.3438204;13.4954748;5196.5781121;90.03%;621.7651978;328.4423729;37.2403765;19.9829536;0.1429898;4.9757554;18.8891282;3.6185247;418.5927285;401.4672443;419.1328182;304.5018191;;74.30394745;1.2;80.00%;94.31%;0.05;141.6346436;3;151.7457581;0.03;0.02;50.2018013;0.823547040;98.00%;2.596358776;0.1;0.1;2.5;80.00%;0.9;0.85;18620.1882700;1416.6846166;20036.8728866;26.7393365;1000;0.2;800
55.45%;4.32%;18.51%;1.02%;0.50%;0.33%;0.29%;0.29%;0.04%;19.24%;234.7651628;53.7719324;26.5229152;6011.4065366;91.08%;618.1845222;335.0911929;36.8428083;40.9129666;0.0386550;10.1873287;38.6734758;26.9945150;553.9505959;534.7314740;414.6378438;404.3933025;;51.15301132;1.2;80.00%;100.00%;0.05;148.491684;3;143.6478882;0.03;0.02;52.86211014;0.812104688;98.00%;2.817307472;0.1;0.1;2.5;80.00%;0.9;0.85;18421.4041255;2900.5106842;21321.9148097;12.8356481;1000;0.2;800
60.38%;6.10%;19.36%;2.46%;0.67%;0.87%;0.23%;0.54%;0.06%;9.33%;255.6378815;57.7318029;37.0632771;5478.0325432;87.43%;646.1526384;356.3346454;40.4913104;57.7706241;0.0081226;14.3848854;54.6083802;38.4054032;677.0126276;682.7422330;450.1089005;515.5540522;;59.50968552;1.2;80.00%;98.70%;0.05;141.9634399;3;149.3188782;0.03;0.02;53.84473801;0.807694960;98.00%;2.345572948;0.1;0.1;2.5;80.00%;0.9;0.85;20245.6551915;4095.6285124;24341.2837039;9.8983607;1000;0.2;800
50.07%;6.37%;22.72%;0.96%;0.46%;0.41%;0.09%;0.23%;0.13%;18.56%;211.9872264;57.6943957;38.4758173;4683.0786696;84.55%;518.1437865;291.4766865;42.0777711;60.3276845;0.2677363;15.0215934;57.0254724;42.0225603;634.2680415;712.8847935;476.0927507;537.8824291;;63.38669205;1.2;80.00%;98.62%;0.05;143.5939789;3;149.3378143;0.03;0.02;61.88121414;0.768831208;98.00%;2.301111937;0.1;0.1;2.5;80.00%;0.9;0.85;21038.8855511;4276.9104302;25315.7959813;7.8602826;1000;0.2;800
57.42%;3.92%;15.03%;1.83%;0.84%;0.90%;0.04%;0.19%;0.12%;19.71%;243.1057827;70.7010664;24.2750343;4725.7940350;92.10%;647.3008427;348.6463142;42.6618287;37.1247289;0.1210035;9.2440575;35.0925984;21.4046525;542.0405798;481.2104116;384.5653277;364.6605116;;50.55925369;1.2;80.00%;100.00%;0.05;149.5374451;3;157.8738251;0.03;0.02;61.18281555;0.772418920;98.00%;2.044421196;0.1;0.1;2.5;80.00%;0.9;0.85;21330.9143680;2631.9448801;23962.8592481;14.6479592;1000;0.2;800
53.64%;5.92%;20.98%;1.41%;0.42%;0.74%;0.13%;0.50%;0.07%;16.19%;227.1019537;64.8608011;35.9303343;4471.7456482;87.32%;573.2797840;318.1756921;42.8985141;56.0659171;0.2218659;13.9604134;52.9969853;39.1139650;631.9572436;671.3015396;457.3435631;506.9649974;;64.92596436;1.2;80.00%;99.73%;0.05;146.724884;3;155.6842346;0.03;0.02;62.44641495;0.765830435;98.00%;2.025658131;0.1;0.1;2.5;80.00%;0.9;0.85;21449.2570606;3974.7739006;25424.0309612;9.0608108;1000;0.2;800
59.50%;6.12%;19.99%;2.95%;0.65%;0.86%;0.17%;0.55%;0.10%;9.11%;251.9121224;82.6234831;37.2772277;6731.0477022;88.34%;643.3942662;355.1396069;34.6983517;57.9600359;0.0000000;14.4320490;54.7874240;38.7088963;676.8376521;691.0971688;457.5782307;522.1043953;;50.29536819;1.2;80.00%;100.00%;0.05;145.3204193;3;145.3781433;0.03;0.02;67.06345367;0.741162155;98.00%;2.653292656;0.1;0.1;2.5;80.00%;0.9;0.85;17349.1758285;4109.0568026;21458.2326312;9.7222222;1000;0.2;800
59.94%;3.11%;24.78%;1.11%;1.38%;0.81%;0.19%;0.31%;0.08%;8.28%;253.7750020;92.6823586;19.6447615;6360.4102940;93.43%;685.4459979;365.3074648;11.8118073;29.4535477;0.0000000;7.3339334;27.8413217;11.2731810;509.8313975;589.8356720;539.2917677;446.4299778;;51.69215393;1.2;80.00%;99.56%;0.05;142.1537933;3;140.8207245;0.03;0.02;68.90707397;0.730691937;98.00%;2.526041269;0.1;0.1;2.5;80.00%;0.9;0.85;5905.9036709;2088.0991268;7994.0027977;19.2733119;1000;0.2;800
57.27%;7.45%;19.49%;0.60%;0.95%;0.89%;0.27%;0.12%;0.14%;12.83%;242.4707101;68.7287833;44.9928666;6286.8766810;85.28%;597.8191526;336.6953229;40.8760613;70.5559261;0.0697298;17.5684256;66.6938413;45.8511891;738.4115933;706.1467953;394.1712357;533.1120560;;51.52655411;1.2;80.00%;99.84%;0.05;142.3171082;3;147.5532379;0.03;0.02;63.07234192;0.762796162;98.00%;2.621832371;0.1;0.1;2.5;80.00%;0.9;0.85;20438.0306530;5002.0381012;25440.0687542;7.6872483;1000;0.2;800
56.23%;7.17%;16.85%;0.54%;0.75%;0.57%;0.02%;0.58%;0.09%;17.20%;238.0675402;55.4080845;43.2729943;5108.3016340;85.09%;585.6144393;329.2603160;45.2175761;67.9041598;0.1815520;16.9081358;64.1872272;45.4422854;714.8436720;655.1110742;362.6847327;494.7303934;;74.22084045;1.2;80.00%;99.27%;0.05;148.6130219;3;156.1034698;0.03;0.02;55.94459534;0.798035367;98.00%;2.28755188;0.1;0.1;2.5;80.00%;0.9;0.85;22608.7880615;4814.0420384;27422.8300999;7.8423989;1000;0.2;800
57.46%;6.22%;16.26%;0.42%;1.42%;0.25%;0.27%;0.25%;0.04%;17.40%;243.2751353;55.2270880;37.6722095;4602.6968161;82.88%;582.8739606;324.2069481;41.5264185;58.9070954;0.1917671;14.6678667;55.6826434;33.2663619;655.3022013;625.7843374;392.3182608;472.7227842;;74.13654327;1.2;80.00%;94.40%;0.05;141.0420532;3;155.0619659;0.03;0.02;55.9709549;0.797792097;98.00%;2.123320103;0.1;0.1;2.5;80.00%;0.9;0.85;20763.2092418;4176.1982537;24939.4074955;9.2379421;1000;0.2;800
55.34%;4.68%;24.92%;1.84%;1.14%;0.32%;0.09%;0.41%;0.15%;11.11%;234.2994429;83.9677449;28.7539652;5005.2803680;90.10%;610.3358856;332.6108263;42.3598839;44.3223804;0.1652253;11.0362727;41.8962654;24.4573913;572.1625352;673.3998857;533.0151977;508.8599007;;52.89624786;1.2;80.00%;99.77%;0.05;141.0164948;3;155.7988129;0.03;0.02;69.50990295;0.727122746;98.00%;2.105050802;0.1;0.1;2.5;80.00%;0.9;0.85;21179.9419272;3142.2199079;24322.1618351;11.8247863;1000;0.2;800
53.83%;5.89%;21.35%;2.79%;1.50%;0.69%;0.08%;0.18%;0.10%;13.60%;227.9063790;47.9433359;35.6914108;5266.4266350;87.63%;577.4131170;320.0876283;40.8556419;55.7817993;0.1183318;13.8896680;52.7284195;30.2587253;631.8921270;690.7847642;477.7712193;521.2846236;;58.44363785;1.2;80.00%;99.95%;0.05;147.4882965;3;145.6960754;0.03;0.02;51.13404465;0.819587843;98.00%;2.539041519;0.1;0.1;2.5;80.00%;0.9;0.85;20427.8209305;3954.6314653;24382.4523958;9.1392190;1000;0.2;800
61.40%;7.37%;16.74%;1.27%;0.71%;0.77%;0.02%;0.42%;0.12%;11.18%;259.9563750;71.7366089;44.5775266;6719.1802307;83.75%;629.3806920;352.6529080;44.4596657;69.7982786;0.0463880;17.3797714;65.9776659;47.1972166;747.4568109;697.5086556;388.5492226;526.7792564;;74.43560028;1.2;80.00%;96.81%;0.05;144.6785583;3;151.7707977;0.03;0.02;62.76095581;0.764431910;98.00%;2.692344189;0.1;0.1;2.5;80.00%;0.9;0.85;22229.8328468;4948.3249404;27178.1577873;8.3310719;1000;0.2;800
57.52%;5.14%;22.28%;1.01%;1.46%;0.50%;0.27%;0.33%;0.12%;11.36%;243.5291644;66.9116506;31.4032522;5001.8284637;87.51%;616.1104931;337.2450976;37.3431322;48.6788537;0.0100313;12.1210346;46.0142744;25.1977332;603.7484011;661.1086549;490.5627649;499.3069015;;64.81007385;1.2;80.00%;97.43%;0.05;143.5961304;3;141.5637207;0.03;0.02;60.98715591;0.773474476;98.00%;2.192667007;0.1;0.1;2.5;80.00%;0.9;0.85;18671.5661153;3451.0705826;22122.6366979;11.1906615;1000;0.2;800
52.92%;4.13%;19.25%;1.49%;1.37%;0.66%;0.02%;0.10%;0.03%;20.03%;224.0536053;55.4089608;25.3419709;5134.4848408;87.85%;569.0403222;309.0755709;41.7586199;39.1135537;0.2341161;9.7392749;36.9725590;18.6713303;518.8441177;574.1556784;471.9789218;433.9676801;;69.62349701;1.2;80.00%;96.48%;0.05;142.0326691;3;153.1685791;0.03;0.02;57.00024414;0.793071215;98.00%;2.541558504;0.1;0.1;2.5;80.00%;0.9;0.85;20879.3099332;2772.9419273;23652.2518604;12.8135593;1000;0.2;800
60.98%;2.70%;19.39%;2.28%;1.44%;0.29%;0.20%;0.33%;0.10%;12.27%;258.1781718;70.9696014;17.1637164;5515.2546094;93.90%;700.8359345;371.5285576;30.7458842;25.5706041;0.0000000;6.3670804;24.1709224;7.8515719;491.5642809;498.4397127;471.8913594;377.6791497;;54.50142288;1.2;80.00%;99.15%;0.05;140.2218781;3;151.2769775;0.03;0.02;58.44410324;0.786169251;98.00%;2.33462286;0.1;0.1;2.5;80.00%;0.9;0.85;15372.9421124;1812.8191776;17185.7612900;22.5851852;1000;0.2;800
53.51%;5.54%;20.12%;2.59%;1.06%;0.42%;0.04%;0.32%;0.12%;16.27%;226.5515575;71.7976596;33.6872554;4442.4061962;83.96%;549.9291658;304.7405732;42.3858056;52.4670914;0.2317318;13.0643057;49.5951518;31.2675957;597.4160456;685.6638243;497.8762155;517.7290676;;72.2963028;1.2;80.00%;95.12%;0.05;141.8502045;3;151.1139679;0.03;0.02;67.61228943;0.737833393;98.00%;2.032515526;0.1;0.1;2.5;80.00%;0.9;0.85;21192.9027934;3719.6363867;24912.5391801;9.6588448;1000;0.2;800
61.38%;3.73%;13.41%;2.51%;0.68%;0.74%;0.28%;0.48%;0.09%;16.70%;259.8716987;64.9577652;23.2032137;5632.7298845;92.91%;698.0478550;374.0058925;39.8450800;35.3253160;0.0125135;8.7960037;33.3916816;21.3214678;554.2751794;458.6064835;368.2532628;347.7413756;;51.7959404;1.2;80.00%;99.98%;0.05;142.6066437;3;157.1392822;0.03;0.02;55.34448624;0.800869649;98.00%;2.376470089;0.1;0.1;2.5;80.00%;0.9;0.85;19922.5399972;2504.3761232;22426.9161204;16.4557641;1000;0.2;800
52.03%;5.61%;15.45%;2.06%;1.24%;0.85%;0.23%;0.38%;0.01%;22.14%;220.2855080;50.5940783;34.0128705;5613.2992503;86.17%;548.7880147;304.2952770;39.7058013;53.1300330;0.2073531;13.2293782;50.2218054;30.3298216;601.6675085;588.8972412;395.9451109;444.8668825;;59.57652283;1.2;80.00%;98.10%;0.05;140.9591522;3;148.3889771;0.03;0.02;55.00114059;0.802448997;98.00%;2.792107344;0.1;0.1;2.5;80.00%;0.9;0.85;19852.9006517;3766.6354024;23619.5360541;9.2745098;1000;0.2;800
59.53%;1.84%;22.38%;0.40%;0.86%;0.59%;0.21%;0.52%;0.13%;13.55%;252.0391369;86.9664320;12.1601783;5771.6577927;96.01%;699.6102891;367.6962490;23.9316634;17.4258932;0.0000000;4.3390474;16.4720360;6.3213675;437.7404206;475.4858112;502.3180017;360.6455916;;62.34395218;1.2;80.00%;99.89%;0.05;148.3450317;3;147.3330231;0.03;0.02;65.89118195;0.747642387;98.00%;2.375275612;0.1;0.1;2.5;80.00%;0.9;0.85;11965.8317136;1235.4026988;13201.2344124;32.3532609;1000;0.2;800
52.18%;3.62%;21.78%;0.92%;1.06%;0.41%;0.22%;0.24%;0.07%;19.50%;220.9205806;62.5196295;22.3853898;4798.5870118;91.26%;582.8366546;314.2646005;39.5195602;34.2835507;0.2225246;8.5366041;32.4069404;17.4922556;494.0871547;558.2110014;485.7622358;422.1377387;;73.35716248;1.2;80.00%;99.21%;0.05;148.4629211;3;154.12323;0.03;0.02;60.52788925;0.775753922;98.00%;2.30367136;0.1;0.1;2.5;80.00%;0.9;0.85;19759.7800759;2430.5205270;22190.3006029;14.4143646;1000;0.2;800
62.24%;1.74%;23.69%;1.18%;1.04%;0.83%;0.02%;0.26%;0.07%;8.94%;263.5127815;67.2364104;11.5308823;6471.7261445;95.52%;727.6995422;381.6544541;27.0440921;16.4788337;0.0000000;4.1032296;15.5768166;4.1639019;444.0817300;511.2773448;542.3475933;387.3661086;;72.77723694;1.2;80.00%;99.01%;0.05;147.8538971;3;153.1069794;0.03;0.02;55.08786011;0.802076510;98.00%;2.767991066;0.1;0.1;2.5;80.00%;0.9;0.85;13522.0460501;1168.2612478;14690.3072979;35.7701149;1000;0.2;800
55.76%;1.57%;13.29%;2.32%;0.53%;0.89%;0.01%;0.09%;0.08%;25.48%;236.0776461;80.3200674;10.4306478;6063.0279852;90.66%;618.7513382;324.9994461;37.3682713;14.8688328;0.0774248;3.7023394;14.0549437;7.0242103;383.1865607;395.2488950;447.0096653;300.1204136;;73.03610229;1.2;80.00%;94.03%;0.05;142.4590302;3;143.4815216;0.03;0.02;67.44814301;0.738993690;98.00%;2.76636529;0.1;0.1;2.5;80.00%;0.9;0.85;18684.1356252;1054.1207811;19738.2564062;35.5159236;1000;0.2;800
60.27%;4.52%;16.52%;1.77%;0.32%;0.33%;0.13%;0.36%;0.11%;15.67%;255.1721616;57.5797909;27.7942461;5429.5280511;91.40%;674.2478834;364.7392065;38.3528654;42.8070854;0.0000000;10.6589643;40.4639145;29.8694463;591.8734836;526.9399983;389.8935046;398.7960104;;56.56839371;1.2;80.00%;100.00%;0.05;147.3411255;3;150.9638367;0.03;0.02;52.17646027;0.815089297;98.00%;2.355823994;0.1;0.1;2.5;80.00%;0.9;0.85;19176.4326931;3034.7935863;22211.2262793;13.3340708;1000;0.2;800
49.22%;3.26%;18.33%;2.53%;0.27%;0.42%;0.26%;0.59%;0.14%;24.98%;208.3884818;70.5067741;20.2535939;4530.2969382;91.58%;551.7469120;296.9286749;35.9190287;30.8741368;0.1788577;7.6876601;29.1841507;21.2293794;457.5115415;517.5869496;469.7770973;391.5888654;;69.50048828;1.2;80.00%;99.22%;0.05;149.2579193;3;142.3512878;0.03;0.02;66.84955597;0.742147692;98.00%;2.20454216;0.1;0.1;2.5;80.00%;0.9;0.85;17959.5143300;2188.8113034;20148.3256333;15.0981595;1000;0.2;800
51.74%;7.54%;22.36%;1.42%;0.92%;0.35%;0.19%;0.42%;0.13%;14.94%;219.0577011;71.5254801;45.4351282;5704.7462468;83.13%;526.4506640;300.3199435;42.3005083;71.4082796;0.2372580;17.7806616;67.4995388;46.7369082;710.8255172;769.1769173;458.8238558;580.2859434;;61.14020538;1.2;80.00%;99.31%;0.05;144.2743835;3;149.8476868;0.03;0.02;69.07470703;0.729707714;98.00%;2.538616657;0.1;0.1;2.5;80.00%;0.9;0.85;21150.2541680;5062.4654072;26212.7195752;6.8620690;1000;0.2;800
49.91%;2.03%;24.11%;1.94%;0.31%;0.74%;0.14%;0.58%;0.09%;20.15%;211.3098156;77.3431318;13.0705897;5942.6206944;94.47%;577.0954246;305.3026027;39.7053409;19.2253060;0.2862792;4.7871012;18.1729527;12.0845522;392.7407980;543.5531846;570.7034885;411.3497110;;65.36110687;1.2;80.00%;99.38%;0.05;145.1016388;3;157.0301666;0.03;0.02;68.58930206;0.732508751;98.00%;2.827125311;0.1;0.1;2.5;80.00%;0.9;0.85;19852.6704688;1362.9714558;21215.6419245;24.5862069;1000;0.2;800
54.98%;5.96%;23.96%;1.96%;1.49%;0.51%;0.26%;0.57%;0.14%;10.17%;232.7752687;69.2933539;36.2077205;6408.4158184;87.75%;590.5228446;327.2312972;38.6063174;56.4447409;0.0670576;14.0547405;53.3550731;30.8409513;642.7049674;726.3490719;507.3025172;548.2230749;;51.22504044;1.2;80.00%;99.99%;0.05;145.3498383;3;143.331543;0.03;0.02;63.81360245;0.758882833;98.00%;2.799217224;0.1;0.1;2.5;80.00%;0.9;0.85;19303.1587131;4001.6304810;23304.7891941;9.2248322;1000;0.2;800
57.66%;2.56%;14.72%;2.92%;0.47%;0.60%;0.10%;0.31%;0.09%;20.58%;244.1218988;65.1690781;16.2663241;5888.4306627;94.26%;665.2842921;352.6571139;38.6142523;24.2447209;0.0189402;6.0369355;22.9176153;14.6071200;466.2313879;427.6389051;413.0368653;324.3753386;;51.43674088;1.2;80.00%;99.55%;0.05;140.3826599;3;148.9134064;0.03;0.02;57.23159027;0.792027569;98.00%;2.636983395;0.1;0.1;2.5;80.00%;0.9;0.85;19307.1261468;1718.8211462;21025.9472930;22.5234375;1000;0.2;800
55.00%;2.39%;24.37%;0.61%;0.77%;0.28%;0.26%;0.44%;0.02%;15.87%;232.8599451;86.3577542;15.3112443;5663.3400815;94.68%;637.3962920;337.7761986;36.3841342;22.6347199;0.0582211;5.6360453;21.3957424;10.9874285;443.1855947;529.2616658;527.4789462;400.7709133;;58.47419739;1.2;80.00%;99.93%;0.05;146.960907;3;146.8047791;0.03;0.02;68.97494507;0.730281332;98.00%;2.437858582;0.1;0.1;2.5;80.00%;0.9;0.85;18192.0670981;1604.6806795;19796.7477776;23.0125523;1000;0.2;800
52.00%;5.35%;12.33%;2.89%;1.05%;0.66%;0.13%;0.51%;0.04%;25.05%;220.1584935;49.1247657;32.4940671;4620.3575617;88.34%;562.2516168;310.2202822;41.9261394;50.6676785;0.2392604;12.6162519;47.8942351;29.9844110;591.5476406;525.4263547;347.7081380;397.3320575;;59.48855972;1.2;80.00%;99.95%;0.05;146.3625641;3;154.1814117;0.03;0.02;52.98516083;0.811377678;98.00%;2.290305376;0.1;0.1;2.5;80.00%;0.9;0.85;20963.0697059;3592.0676298;24555.1373356;9.7196262;1000;0.2;800
