Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Total;Feed flow rate (ton/hour);Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaO Addition in process ;Water added into system from redmud washing into conditioning   ;Alumunium in bauxite bauxite feed ;Alumunium in Recycled Spent Liquor  ;Alumina Hydrate Seed
58.02%;2.55%;23.21%;1.47%;0.66%;0.74%;0.17%;0.30%;0.07%;12.81%;100.00%;150;6.059333272;1.952235324;82.50897026;36.84987212;10.38657845;915.0160395
55.27%;2.72%;16.55%;2.07%;0.90%;0.92%;0.04%;0.15%;0.14%;21.25%;100.00%;150;5.691822026;1.84024186;67.93334886;35.1021599;8.934591825;759.5604635
50.03%;6.52%;13.13%;1.20%;1.06%;0.54%;0.06%;0.11%;0.07%;27.27%;100.00%;150;6.422106137;5.738400501;89.09539008;31.77048494;8.897340022;792.4713264
57.70%;3.40%;23.76%;0.60%;0.85%;0.79%;0.11%;0.09%;0.02%;12.68%;100.00%;150;5.846073088;2.645646692;86.18538409;36.64282606;8.792798719;818.4964232
61.20%;5.75%;16.70%;1.64%;1.45%;0.83%;0.16%;0.54%;0.08%;11.64%;100.00%;150;6.440063981;4.451374096;89.97703693;38.86473005;11.32862513;792.7603372
60.85%;2.09%;22.92%;0.47%;0.36%;0.48%;0.15%;0.21%;0.06%;12.42%;100.00%;150;4.390145266;1.826026552;73.38189521;38.64397353;10.92526814;1037.181176
61.82%;3.87%;17.91%;1.10%;0.32%;0.81%;0.19%;0.21%;0.14%;13.63%;100.00%;150;5.12872485;3.784123994;82.25215156;39.25818456;11.23508698;1018.527577
58.06%;6.03%;21.72%;2.82%;0.93%;0.69%;0.06%;0.55%;0.02%;9.12%;100.00%;150;6.365242978;5.378112448;106.7036501;36.87445404;8.463182772;887.5852201
61.44%;1.76%;17.03%;1.30%;1.48%;0.49%;0.26%;0.51%;0.03%;15.69%;100.00%;150;5.063220876;0.124453269;59.52415919;39.02163944;14.71058421;821.1896927
59.97%;4.87%;16.39%;2.30%;0.39%;0.70%;0.22%;0.22%;0.08%;14.86%;100.00%;150;5.368427122;4.773783657;90.49489181;38.08663704;8.381988892;831.519607
58.82%;2.41%;14.93%;0.82%;0.55%;0.36%;0.17%;0.29%;0.06%;21.60%;100.00%;150;5.838176191;1.934353667;58.17273717;37.35792364;11.36918437;823.0979923
53.16%;2.28%;23.18%;2.87%;1.41%;0.69%;0.05%;0.39%;0.10%;15.87%;100.00%;150;5.960718477;0.757491837;84.39737999;33.76014773;11.28581973;934.2503606
51.29%;4.23%;13.74%;2.95%;0.45%;0.52%;0.17%;0.58%;0.13%;25.94%;100.00%;150;5.689429739;4.012601855;76.61292005;32.57554461;11.36765633;795.5042373
60.32%;3.62%;22.10%;1.22%;0.28%;0.41%;0.18%;0.33%;0.15%;11.40%;100.00%;150;4.133602331;3.550478655;85.66931189;38.30544412;12.69186858;759.1588989
61.69%;2.65%;20.67%;2.26%;1.02%;0.70%;0.17%;0.13%;0.07%;10.66%;100.00%;150;4.418685251;1.626467978;78.8796336;39.1761338;9.12945447;859.1507121
49.90%;5.28%;20.89%;1.20%;1.05%;0.49%;0.04%;0.11%;0.09%;20.94%;100.00%;150;5.999620018;4.428815879;95.09324479;31.68897927;6.55866294;606.1441118
56.74%;6.20%;16.11%;2.08%;1.38%;0.41%;0.08%;0.41%;0.14%;16.44%;100.00%;150;6.077749353;5.007826379;96.97890982;36.03646958;8.285086871;903.2925289
59.28%;5.20%;18.29%;1.41%;1.19%;0.75%;0.14%;0.20%;0.05%;13.50%;100.00%;150;6.109949365;4.161137477;87.87219332;37.64635803;10.66619584;690.1645329
51.01%;2.34%;16.04%;2.42%;1.46%;0.59%;0.25%;0.31%;0.07%;25.51%;100.00%;150;5.355638323;0.760769984;63.81968437;32.39650241;9.186325247;618.3007551
55.41%;1.86%;22.45%;2.65%;1.39%;0.58%;0.10%;0.09%;0.05%;15.41%;100.00%;150;5.847877937;0.329614484;79.96685909;35.18894232;11.78861695;866.1955599
60.26%;2.83%;20.59%;2.33%;1.22%;0.75%;0.28%;0.33%;0.02%;11.39%;100.00%;150;5.629938819;1.586525346;82.3783054;38.26893463;9.469515873;674.8427286
50.97%;1.57%;20.77%;2.46%;0.56%;0.84%;0.24%;0.34%;0.01%;22.24%;100.00%;150;5.334002513;1.020042178;78.33698872;32.37150032;7.82950854;665.0049538
58.37%;6.26%;17.93%;2.95%;1.50%;0.32%;0.17%;0.28%;0.13%;12.08%;100.00%;150;6.533363317;4.943422107;98.70598377;37.0715674;8.711302852;788.6435686
56.04%;7.77%;17.77%;1.22%;1.22%;0.60%;0.29%;0.36%;0.03%;14.71%;100.00%;150;6.034442121;6.899880171;109.3360081;35.59042551;7.616581042;663.3857296
49.77%;7.70%;17.36%;0.29%;1.45%;0.80%;0.11%;0.49%;0.14%;21.89%;100.00%;150;6.139897535;6.547713867;104.2556513;31.61052078;6.96109957;801.0982955
61.23%;5.49%;24.43%;0.74%;1.45%;0.73%;0.25%;0.21%;0.11%;5.36%;100.00%;150;2.599880588;4.174825114;103.3979791;38.88671144;12.39394389;870.3461453
61.32%;3.45%;20.67%;0.59%;1.21%;0.74%;0.11%;0.30%;0.14%;11.49%;100.00%;150;5.043485446;2.252931668;79.15561937;38.94011106;8.955334097;837.5486769
52.36%;5.97%;24.59%;0.78%;0.87%;0.30%;0.17%;0.29%;0.01%;14.64%;100.00%;150;5.899352827;5.376814503;111.5754145;33.25375796;7.086602722;780.3839528
53.69%;3.97%;22.78%;0.71%;1.23%;0.90%;0.16%;0.08%;0.09%;16.38%;100.00%;150;6.135633943;2.798349788;88.17456328;34.09939635;9.071402245;646.6057087
56.61%;1.81%;22.74%;1.77%;0.72%;0.48%;0.25%;0.13%;0.02%;15.47%;100.00%;150;5.15605096;1.091795069;79.06840096;35.94992564;9.541763204;750.5835138
60.35%;2.92%;15.55%;2.22%;0.56%;0.91%;0.29%;0.59%;0.12%;16.49%;100.00%;150;4.729377883;2.464245053;68.03007193;38.32772834;13.93021205;1050.411741
52.16%;1.87%;16.97%;2.68%;0.42%;0.61%;0.17%;0.54%;0.14%;24.44%;100.00%;150;5.379769949;1.504791804;64.01274303;33.12370168;11.66569005;792.7309156
49.89%;6.24%;20.92%;1.32%;0.54%;0.76%;0.06%;0.30%;0.13%;19.84%;100.00%;150;6.645074654;6.058587257;102.4128944;31.68272212;10.10441495;675.6622024
49.37%;2.69%;14.24%;2.36%;0.85%;0.44%;0.22%;0.48%;0.10%;29.26%;100.00%;150;5.501125219;1.865900975;63.0738782;31.35380555;8.800406135;819.8844393
57.96%;4.48%;23.29%;1.57%;1.25%;0.46%;0.18%;0.52%;0.08%;10.21%;100.00%;150;6.019365527;3.319943396;95.75276361;36.81031545;10.5659175;835.6060265
49.43%;7.07%;22.83%;1.57%;0.26%;0.55%;0.23%;0.58%;0.03%;17.46%;100.00%;150;5.894991078;7.297134533;115.1785342;31.39291744;6.429518688;759.6189068
56.70%;5.19%;22.07%;2.48%;0.78%;0.50%;0.11%;0.26%;0.02%;11.89%;100.00%;150;6.400471588;4.65181301;99.11053408;36.00824618;9.718557927;787.6677394
62.51%;5.34%;22.07%;2.94%;0.62%;0.91%;0.20%;0.28%;0.01%;5.12%;100.00%;150;5.296523969;5.001347892;112.2323188;39.69820239;12.74089075;962.0953159
51.60%;1.93%;22.60%;2.54%;1.08%;0.55%;0.14%;0.54%;0.15%;18.87%;100.00%;150;5.849676864;0.777887498;77.52158498;32.76856225;8.406710927;660.7058705
59.41%;3.62%;13.37%;0.59%;0.49%;0.29%;0.27%;0.58%;0.05%;21.33%;100.00%;150;5.10351621;3.312019117;63.58236026;37.72952167;9.072263444;660.8746627
55.94%;3.42%;17.21%;0.27%;0.37%;0.26%;0.26%;0.59%;0.06%;21.61%;100.00%;150;5.44177959;3.228740535;76.32772149;35.52372804;8.361305982;634.8251761
52.73%;1.83%;22.42%;0.74%;0.68%;0.52%;0.09%;0.28%;0.13%;20.58%;100.00%;150;5.566459458;1.15453178;73.47820603;33.48955737;9.984153637;852.2797284
54.68%;5.82%;21.61%;1.34%;0.85%;0.25%;0.09%;0.26%;0.01%;15.09%;100.00%;150;6.540827567;5.244732306;99.17602026;34.72447127;7.677162761;668.3326828
55.53%;5.75%;13.66%;1.72%;0.28%;0.83%;0.03%;0.11%;0.03%;22.04%;100.00%;150;6.418580979;5.857729519;81.20202052;35.26749922;7.544738452;751.1400087
55.88%;5.64%;23.51%;1.68%;0.46%;0.60%;0.23%;0.35%;0.07%;11.59%;100.00%;150;6.308433054;5.524475305;104.4577746;35.48649934;11.53604069;988.9774734
57.47%;1.77%;16.07%;2.15%;0.45%;0.51%;0.16%;0.42%;0.13%;20.88%;100.00%;150;5.909302559;1.367553973;60.53259671;36.49657614;12.86559961;822.3471114
61.59%;7.73%;12.43%;1.59%;1.23%;0.84%;0.26%;0.33%;0.06%;13.94%;100.00%;150;6.636435814;6.851832738;93.48066375;39.11382731;11.50221207;863.6326512
60.46%;4.66%;18.08%;1.65%;1.03%;0.26%;0.10%;0.55%;0.13%;13.08%;100.00%;150;6.352623193;3.782693515;84.6327955;38.39831334;13.34304518;777.106109
56.27%;2.46%;12.87%;1.17%;0.44%;0.76%;0.27%;0.08%;0.09%;25.58%;100.00%;150;5.794496413;2.12029015;58.16496602;35.7359335;13.01445921;717.8438728
61.86%;3.10%;21.88%;2.08%;1.25%;0.45%;0.25%;0.13%;0.10%;8.91%;100.00%;150;4.23630111;1.839416859;82.00875279;39.28557898;9.406086862;929.6415984
54.69%;2.98%;16.61%;2.01%;0.85%;0.79%;0.15%;0.59%;0.09%;21.24%;100.00%;150;5.985326079;2.188758153;70.13431899;34.73168989;9.267964276;642.474677
55.08%;4.22%;22.84%;1.40%;0.70%;0.84%;0.29%;0.42%;0.12%;14.08%;100.00%;150;5.506421572;3.699576871;92.56009321;34.97930331;11.03635204;817.4692346
55.33%;6.12%;22.37%;1.32%;1.18%;0.40%;0.11%;0.48%;0.12%;12.58%;100.00%;150;6.17938246;5.167719429;104.8133737;35.13894571;7.462694946;857.1293856
61.77%;1.84%;18.30%;1.82%;0.67%;0.51%;0.26%;0.29%;0.14%;14.40%;100.00%;150;0.389729391;1.16895865;64.19907869;39.23007093;11.2471753;903.8942995
53.30%;6.90%;13.64%;0.47%;0.74%;0.83%;0.12%;0.28%;0.04%;23.67%;100.00%;150;6.055992638;6.541516982;88.50307656;33.85095773;11.05972688;733.9774399
55.48%;4.76%;19.48%;2.23%;0.73%;0.60%;0.11%;0.09%;0.08%;16.42%;100.00%;150;6.052799676;4.247058714;95.83085279;35.23426783;10.60644289;734.2739466
56.74%;1.72%;17.80%;0.47%;0.57%;0.54%;0.29%;0.37%;0.12%;21.37%;100.00%;150;5.704100853;1.173885163;60.89514993;36.03550811;11.83111651;687.2376883
56.79%;1.80%;14.82%;2.23%;0.70%;0.53%;0.29%;0.13%;0.06%;22.64%;100.00%;150;5.329127969;1.097788158;59.26147105;36.06522672;11.27949629;832.5200947
50.72%;6.09%;12.48%;0.92%;1.15%;0.89%;0.13%;0.55%;0.09%;26.99%;100.00%;150;6.269296368;5.17788285;80.78450046;32.21280046;6.660439606;711.6025327
49.98%;6.31%;14.37%;1.46%;0.38%;0.42%;0.04%;0.38%;0.02%;26.64%;100.00%;150;6.349746685;6.337476462;86.92594464;31.7438949;6.502092763;564.1851467
62.66%;2.53%;17.16%;2.33%;0.43%;0.61%;0.27%;0.40%;0.10%;13.51%;100.00%;150;2.475805918;2.21146075;77.99145473;39.79313462;8.594903281;832.7971638
57.21%;4.91%;19.56%;2.28%;0.84%;0.30%;0.15%;0.34%;0.12%;14.28%;100.00%;150;6.246923479;4.267350023;90.06501226;36.33342096;8.754241453;875.5758655
49.21%;7.13%;19.05%;0.97%;0.93%;0.46%;0.12%;0.31%;0.15%;21.67%;100.00%;150;6.046198033;6.562068451;102.9119061;31.25419654;9.5846031;638.9735496
62.13%;5.33%;22.19%;2.15%;1.10%;0.26%;0.24%;0.10%;0.08%;6.43%;100.00%;150;5.823891734;4.409180893;101.6479258;39.45533956;12.88293877;887.5041635
52.70%;7.67%;19.16%;0.84%;0.88%;0.73%;0.02%;0.44%;0.08%;17.47%;100.00%;150;6.764157076;7.199286948;108.999639;33.47035819;8.43522113;873.032443
49.06%;7.87%;19.67%;0.49%;1.25%;0.59%;0.17%;0.52%;0.13%;20.26%;100.00%;150;6.378735255;6.971279783;112.3139392;31.15664865;8.441410605;625.750022
53.01%;7.40%;16.70%;1.58%;0.70%;0.90%;0.19%;0.38%;0.08%;19.08%;100.00%;150;6.669178466;7.125921224;101.491269;33.66241814;7.465518255;789.8048707
59.66%;4.48%;20.48%;0.68%;0.96%;0.26%;0.12%;0.15%;0.05%;13.17%;100.00%;150;5.957870014;3.669470927;90.58597397;37.89061386;8.694125397;854.8888276
60.97%;5.42%;22.68%;0.83%;0.98%;0.76%;0.16%;0.53%;0.10%;7.56%;100.00%;150;6.449929226;4.650016797;102.1117166;38.71732939;13.31180695;1021.603558
57.07%;5.47%;13.92%;1.78%;0.82%;0.79%;0.11%;0.06%;0.06%;19.92%;100.00%;150;6.058917658;4.903048806;81.8020193;36.24614266;12.77499516;918.6564203
61.30%;4.74%;24.76%;2.84%;0.91%;0.46%;0.16%;0.45%;0.06%;4.33%;100.00%;150;2.582064183;4.011858128;104.8687042;38.92953485;11.27007286;910.6087843
59.57%;2.87%;21.08%;1.92%;1.45%;0.33%;0.20%;0.51%;0.01%;12.06%;100.00%;150;5.96208369;1.351658844;80.36208418;37.82920449;10.63693093;821.309129
57.00%;2.41%;20.35%;2.87%;0.58%;0.61%;0.09%;0.51%;0.08%;15.50%;100.00%;150;6.103834452;1.898919943;76.65230798;36.20215715;10.61985028;733.3980097
53.71%;6.84%;19.11%;2.36%;0.39%;0.59%;0.21%;0.57%;0.14%;16.07%;100.00%;150;6.116295043;6.894188905;105.1413345;34.11073719;7.377776163;682.7004503
61.26%;7.29%;13.99%;2.68%;1.27%;0.63%;0.26%;0.47%;0.06%;12.08%;100.00%;150;6.516527793;6.315800415;99.37468052;38.90689103;8.450356;838.8650857
51.03%;5.81%;24.67%;1.29%;0.66%;0.54%;0.28%;0.54%;0.13%;15.04%;100.00%;150;5.69680012;5.458005063;109.4532926;32.40748743;9.544407159;861.391448
50.85%;7.44%;17.95%;1.89%;0.95%;0.57%;0.16%;0.35%;0.11%;19.74%;100.00%;150;6.09468473;6.865658014;105.8301293;32.29356042;6.258109513;659.1539691
50.15%;6.15%;24.68%;2.05%;0.78%;0.34%;0.19%;0.16%;0.09%;15.41%;100.00%;150;6.330311997;5.685488023;112.6003073;31.84848161;9.1816848;648.814144
49.04%;4.17%;17.11%;0.97%;1.36%;0.42%;0.19%;0.35%;0.07%;26.32%;100.00%;150;6.214473234;2.858369309;76.86715536;31.14164361;9.17200817;633.5461086
58.46%;2.04%;14.27%;2.72%;1.39%;0.75%;0.09%;0.29%;0.13%;19.84%;100.00%;150;6.117687973;0.526203668;58.81079996;37.12830946;9.432613222;854.686818
58.00%;2.16%;15.02%;2.33%;0.42%;0.31%;0.06%;0.39%;0.13%;21.19%;100.00%;150;4.540837358;1.825480296;60.14181711;36.83330374;9.492360857;757.8392268
61.28%;5.40%;12.08%;0.25%;0.96%;0.68%;0.23%;0.26%;0.14%;18.72%;100.00%;150;6.160888007;4.660504704;72.64157352;38.91911006;8.857886807;761.3931151
50.72%;7.77%;18.30%;0.88%;1.21%;0.76%;0.05%;0.26%;0.03%;20.01%;100.00%;150;6.591859154;6.904270025;107.3341074;32.21328498;7.888954986;690.6293432
50.50%;6.01%;13.70%;0.70%;0.51%;0.29%;0.08%;0.31%;0.10%;27.79%;100.00%;150;6.044884202;5.84876643;82.9588771;32.06936683;7.046929963;727.6584483
50.42%;2.88%;24.25%;2.99%;1.24%;0.56%;0.14%;0.55%;0.14%;16.82%;100.00%;150;5.571361069;1.614477306;93.39092326;32.01764411;10.92272216;818.4219309
56.73%;4.67%;13.40%;2.73%;1.19%;0.88%;0.26%;0.41%;0.13%;19.61%;100.00%;150;5.802230844;3.602633315;78.12915993;36.02546563;10.48131161;896.0152971
59.40%;4.99%;24.69%;2.00%;0.76%;0.76%;0.26%;0.34%;0.05%;6.75%;100.00%;150;5.68041288;4.447617902;108.4767489;37.72405566;10.65573817;689.0743267
58.98%;2.61%;16.13%;0.95%;0.87%;0.29%;0.07%;0.19%;0.13%;19.79%;100.00%;150;2.506754222;1.763059084;61.7605327;37.45685318;13.94287825;906.5738595
61.54%;5.28%;13.07%;1.18%;1.47%;0.78%;0.12%;0.58%;0.13%;15.85%;100.00%;150;6.467137249;3.919617068;76.57740198;39.07995999;10.77484203;742.2732036
51.81%;5.36%;13.76%;1.04%;1.10%;0.51%;0.10%;0.21%;0.03%;26.07%;100.00%;150;6.037474132;4.442748975;82.38094279;32.90512173;6.860992033;795.3400474
56.11%;5.97%;20.86%;1.74%;0.42%;0.78%;0.22%;0.42%;0.04%;13.45%;100.00%;150;5.875339761;5.92661227;101.1880985;35.63548605;11.77169138;700.8227786
59.98%;2.42%;16.55%;2.51%;0.62%;0.69%;0.28%;0.56%;0.10%;16.29%;100.00%;150;2.406625339;1.861265051;68.70469305;38.09181537;11.86867634;745.2381516
53.26%;7.16%;14.10%;2.33%;0.58%;0.79%;0.06%;0.33%;0.13%;21.25%;100.00%;150;6.690800541;7.012259589;98.84783247;33.82609949;8.222408683;592.0037056
58.59%;6.92%;22.89%;1.40%;0.36%;0.44%;0.22%;0.14%;0.11%;8.92%;100.00%;150;6.401732892;7.011562629;113.962573;37.21182514;8.481824456;822.6112978
58.87%;1.88%;14.34%;2.19%;0.44%;0.71%;0.20%;0.32%;0.08%;20.97%;100.00%;150;5.91003743;1.504152429;56.88075813;37.38694953;10.64531948;809.769089
50.78%;5.97%;18.28%;1.91%;1.38%;0.55%;0.06%;0.55%;0.03%;20.48%;100.00%;150;6.279486603;4.766291269;95.30296557;32.25075594;9.494717517;851.9844904
62.97%;5.23%;14.66%;2.09%;1.36%;0.48%;0.27%;0.05%;0.02%;12.87%;100.00%;150;2.403479927;4.000511934;84.04810836;39.99003222;8.920111398;885.0420512
50.84%;3.63%;16.58%;1.28%;0.51%;0.54%;0.09%;0.14%;0.06%;26.32%;100.00%;150;5.867460242;3.291976124;73.89769671;32.28793543;9.693416553;712.6363239
59.66%;7.15%;16.12%;0.52%;0.34%;0.35%;0.04%;0.10%;0.05%;15.68%;100.00%;150;6.578828113;7.287221675;93.64468105;37.88607904;9.72300597;759.9012292
56.89%;6.99%;13.47%;2.75%;1.37%;0.42%;0.29%;0.32%;0.02%;17.47%;100.00%;150;5.764371455;5.879413111;92.16070664;36.13112548;8.339155528;844.0328753
56.49%;4.81%;15.28%;1.52%;0.51%;0.78%;0.23%;0.11%;0.02%;20.24%;100.00%;150;6.222463901;4.572162996;77.89228274;35.87820882;11.46501056;702.6738646
55.04%;7.36%;21.21%;1.83%;0.64%;0.60%;0.09%;0.49%;0.02%;12.71%;100.00%;150;6.516694528;7.152596681;112.083203;34.9560614;8.704011554;781.9229922
59.42%;4.18%;21.14%;1.30%;0.74%;0.37%;0.18%;0.34%;0.12%;12.20%;100.00%;150;5.86671472;3.616923572;89.27792634;37.73631634;9.441868364;887.9291007
55.03%;2.15%;15.60%;0.61%;0.99%;0.63%;0.08%;0.20%;0.03%;24.66%;100.00%;150;5.879053783;1.123209165;56.81964876;34.95074301;11.87020166;919.5614473
61.15%;3.62%;23.19%;2.90%;0.53%;0.69%;0.26%;0.14%;0.04%;7.47%;100.00%;150;5.24089552;3.25645888;91.41550118;38.83418245;11.00672791;770.0125486
59.41%;5.28%;16.23%;0.95%;0.46%;0.75%;0.22%;0.41%;0.09%;16.20%;100.00%;150;4.003562092;5.128352872;83.10692915;37.72742839;11.41916202;712.3379697
61.08%;5.18%;14.80%;1.42%;0.25%;0.65%;0.03%;0.24%;0.02%;16.32%;100.00%;150;5.428818648;5.27373553;78.67767508;38.79140447;10.5948051;743.5196217
50.15%;7.31%;13.97%;0.90%;0.99%;0.33%;0.14%;0.43%;0.08%;25.70%;100.00%;150;6.710026022;6.679785856;91.63381046;31.84837562;7.993377032;840.498824
60.71%;8.00%;19.83%;2.88%;0.37%;0.92%;0.16%;0.45%;0.07%;6.61%;100.00%;150;6.625305651;8.162327518;116.7446357;38.55601387;8.648555878;933.9404511
62.86%;2.13%;18.67%;2.97%;0.96%;0.41%;0.21%;0.53%;0.13%;11.11%;100.00%;150;5.088988635;1.139878645;73.62389897;39.92045033;9.07590989;846.367836
62.53%;3.33%;18.45%;2.48%;1.10%;0.64%;0.17%;0.05%;0.03%;11.22%;100.00%;150;0.673828018;2.262834928;76.41344591;39.70987634;12.32408901;1000.097337
54.40%;2.29%;19.20%;1.00%;0.57%;0.47%;0.23%;0.31%;0.07%;21.46%;100.00%;150;5.520668005;1.780813726;74.26133026;34.54722709;11.11231676;767.0293648
58.43%;3.67%;19.32%;2.12%;1.00%;0.88%;0.24%;0.09%;0.07%;14.17%;100.00%;150;5.571786313;2.749574355;85.90028104;37.10582083;13.20168175;822.6368537
54.05%;3.98%;24.64%;0.74%;1.27%;0.63%;0.29%;0.44%;0.13%;13.83%;100.00%;150;5.616569163;2.7552887;94.79724033;34.32419938;8.457255409;727.9477314
49.62%;2.08%;17.88%;1.09%;0.99%;0.33%;0.19%;0.28%;0.12%;27.43%;100.00%;150;5.486264336;1.042903439;62.652604;31.50954906;9.166898866;600.024007
52.16%;5.59%;17.77%;2.62%;0.51%;0.78%;0.25%;0.18%;0.10%;20.02%;100.00%;150;5.914923868;5.403360698;92.65922525;33.12739237;11.62080986;939.0857677
56.01%;4.51%;23.00%;1.15%;1.09%;0.40%;0.02%;0.41%;0.05%;13.36%;100.00%;150;6.398024275;3.543556212;93.85111075;35.57328176;9.410727602;753.3668703
60.33%;1.96%;15.83%;1.74%;0.55%;0.43%;0.14%;0.57%;0.09%;18.36%;100.00%;150;5.840694777;1.45195386;61.63004227;38.31696665;11.05993783;942.6090113
59.17%;5.38%;21.84%;1.34%;1.26%;0.60%;0.22%;0.31%;0.12%;9.75%;100.00%;150;3.425533426;4.283192255;97.7008639;37.5770941;8.200144474;799.0876183
49.04%;6.17%;17.46%;2.20%;1.31%;0.83%;0.07%;0.53%;0.14%;22.25%;100.00%;150;6.625578654;5.069348666;95.85667069;31.1444069;8.421435524;690.1604431
60.66%;3.74%;12.93%;1.74%;1.33%;0.67%;0.11%;0.41%;0.14%;18.27%;100.00%;150;6.275971764;2.420507421;65.61513794;38.52111694;10.07769474;1004.966216
